DIRECTORIO_MZ,DIRECTORIO_PRED,DIRECTORIO_HOG,DIRECTORIO_PER,periodo,SECTOR,Cod_Locali,Nom_Locali,Cod_UPL,Nom_UPL,A6x2,A6x3,C1,D1,E1,E1x1,G1,H1,C303,sexo_jefe,Ax201,Bx201,Cx201,Dx201,Ex201,Fx201,Gx201,Hx201,Ix201,Jx201,Ax202,ind_distribuciontareas_202,Jx402,Jx403,Kx404_1,Kx404_2,Kx404_3,Kx404_4,Kx404_5,Kx404_6,Lx404_1,Lx404_2,Lx404_3,Lx404_4,Lx404_5,Lx404_6,Mx404_1,Mx404_2,Mx404_3,Mx404_4,Mx404_5,Mx404_6,Nx404_1,Nx404_2,Nx404_3,Nx404_4,Nx404_5,Nx404_6,F405,G406,IPS_dia,IPS_noche,IPSJ_A,IPSJ_C,IPSJ_E,Dx704,ICG_D,Bx704,ICG_B,Ax102,Bx102,Cx102,Dx102,Ex102,Fx102,Gx102,A101,ind_salud_101,ind_salud_102,fexp_calp_anu,fexp_calh_anu
202506146,202506146002,20250614600201,2025061460020102,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,26,6,1,1,,1,3,2,1,4,4,4,8,4,4,4,4.0,4.0,,1,1,2.0,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,2,3.0,2.0,3.0,3.0,3.0,3,3.0,4,4.0,0,0,0,0,0,0,0,4,1,0,460.543651857013,107.703800605894
202506146,202506146003,20250614600301,2025061460030101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,1,30,5,2,1,,3,3,1,1,3,3,3,3,3,3,3,,,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,4.0,4.0,4.0,3,3.0,2,2.0,0,0,0,0,0,0,0,4,1,0,197.375850795863,107.703800605894
202506146,202506146004,20250614600401,2025061460040102,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,2,19,4,1,1,,1,3,1,2,4,4,4,4,5,4,1,4.0,4.0,,2,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,1.0,2.0,2.0,4,4.0,4,4.0,0,0,0,0,1,0,0,4,1,0,263.16780106115,107.703800605894
202506146,202506146005,20250614600501,2025061460050101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,5,69,2,1,1,,3,3,2,1,4,4,4,4,4,4,4,4.0,4.0,4.0,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,3.0,1.0,2.0,2.0,2.0,4,4.0,2,2.0,0,0,1,0,0,1,1,2,0,0,657.919502652875,107.703800605894
202506146,202506146006,20250614600601,2025061460060102,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,6,56,4,2,2,,2,3,2,1,4,4,3,4,4,4,4,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,2.0,2.0,2.0,99,,3,3.0,0,0,0,0,0,0,0,3,0,0,526.3356021223,107.703800605894
202506146,202506146006,20250614600602,2025061460060201,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,1,30,4,2,2,,2,3,2,1,3,3,3,3,3,3,3,3.0,3.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,1.0,3.0,2.0,4,4.0,4,4.0,1,0,1,0,0,1,0,2,0,0,263.16780106115,107.703800605894
202506146,202506146007,20250614600701,2025061460070101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,64,2,2,2,,2,3,2,2,1,1,1,8,1,1,1,,,1.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,3.0,3.0,2.0,3,3.0,4,4.0,1,0,1,0,0,0,1,4,1,0,394.751701591725,107.703800605894
202506146,202506146008,20250614600801,2025061460080101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,39,4,1,1,,5,3,2,1,1,1,1,1,1,1,1,,,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3.0,2.0,3.0,4.0,4.0,3,3.0,4,4.0,0,0,0,0,0,0,0,4,1,0,131.583900530575,107.703800605894
202506147,202506147001,20250614700101,2025061470010102,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,1,86,2,1,1,,3,3,2,2,1,1,1,8,1,3,3,,,7.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,4.0,1.0,2.0,4,4.0,4,4.0,1,1,0,0,0,0,0,3,0,0,542.783589688622,222.139088749656
202506147,202506147001,20250614700102,2025061470010201,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,80,2,2,2,,6,3,1,2,1,1,1,1,1,1,1,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,1.0,,2.0,2,2.0,3,3.0,1,1,0,0,0,0,0,4,1,0,271.391794844311,222.139088749656
202506147,202506147002,20250614700201,2025061470020102,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,51,3,1,1,,1,3,2,1,4,4,4,8,4,4,4,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,6,5.0,,2.0,4.0,2.0,2,2.0,4,4.0,0,0,0,0,0,1,0,2,0,0,361.855726459081,148.092725833104
202506147,202506147003,20250614700301,2025061470030101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,22,3,1,1,,1,3,2,1,1,1,1,8,1,1,1,,,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,2.0,3.0,3,3.0,3,3.0,0,0,0,0,0,0,0,5,1,0,180.927863229541,148.092725833104
202506147,202506147004,20250614700401,2025061470040101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,1,32,3,1,1,,3,3,2,2,3,3,3,8,3,3,3,3.0,3.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,3.0,4.0,3.0,3,3.0,2,2.0,0,0,0,0,0,0,0,4,1,0,723.711452918163,296.185451666208
202506147,202506147005,20250614700501,2025061470050101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,65,2,2,2,,6,3,1,2,1,1,1,1,1,1,1,,,8.0,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,6,3.0,,2.0,,3.0,3,3.0,4,4.0,1,1,1,3,0,0,1,3,0,1,180.927863229541,148.092725833104
202506147,202506147006,20250614700601,2025061470060101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,56,3,2,2,,5,3,2,2,1,1,1,8,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,2.0,3,3.0,4,4.0,0,0,0,0,0,0,0,3,0,0,904.639316147703,740.463629165519
202506148,202506148001,20250614800101,2025061480010101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,38,5,2,2,,1,3,2,2,1,1,1,1,1,1,1,1.0,1.0,,2,1,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,4.0,4.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,542.783589688622,444.278177499311
202506149,202506149001,20250614900101,2025061490010102,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,65,4,1,1,,3,3,2,1,2,2,2,8,3,3,1,,,3.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,2.0,2.0,2.0,4,4.0,2,2.0,0,0,0,0,0,1,0,3,0,0,248.547367668864,101.720256127788
202506149,202506149002,20250614900201,2025061490020101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,70,6,1,1,,6,3,2,1,1,1,1,8,7,1,1,,,1.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,2.0,4.0,4.0,4,4.0,4,4.0,0,0,0,0,0,0,0,3,0,0,124.273683834432,101.720256127788
202506149,202506149003,20250614900301,2025061490030101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,78,2,2,2,,6,3,2,2,7,1,7,8,7,1,1,,,1.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,3.0,4.0,2.0,4,4.0,4,4.0,0,0,0,0,0,1,0,3,0,0,124.273683834432,101.720256127788
202506149,202506149004,20250614900401,2025061490040102,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,1,30,5,2,2,,4,3,2,1,3,1,2,8,2,3,1,3.0,3.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,4.0,4.0,4.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,248.547367668864,101.720256127788
202506149,202506149005,20250614900501,2025061490050101,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,1,36,4,2,2,,2,3,2,1,3,1,3,8,2,3,3,3.0,3.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,2.0,2.0,2.0,4,4.0,2,2.0,0,0,0,0,0,0,0,4,1,0,248.547367668864,101.720256127788
202506149,202506149006,20250614900601,2025061490060102,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,1,70,4,2,2,,2,3,2,1,2,1,2,2,2,3,1,,,3.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,2.0,2.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,3,0,0,248.547367668864,101.720256127788
202506149,202506149007,20250614900701,2025061490070102,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,1,22,5,1,1,,4,3,2,1,3,3,3,8,3,3,3,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,2.0,2.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,248.547367668864,101.720256127788
202506149,202506149007,20250614900702,2025061490070201,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,40,6,1,1,,5,3,2,1,1,1,1,8,1,1,1,1.0,1.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,4.0,4.0,2.0,4,4.0,4,4.0,0,0,0,0,0,1,0,4,1,0,124.273683834432,101.720256127788
202506149,202506149008,20250614900801,2025061490080102,202506,Sector Centro Ampliado,16,PUENTE ARANDA,UPL31,Puente Aranda,0,47,6,1,1,,2,3,2,1,2,1,3,8,2,3,1,3.0,3.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,4.0,4.0,2.0,4,4.0,4,4.0,0,0,0,0,0,1,0,4,1,0,248.547367668864,101.720256127788
202506150,202506150001,20250615000101,2025061500010101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,27,5,2,2,,1,4,2,2,1,8,1,8,1,1,1,,,,2,1,2.0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,4,3,4.0,3.0,3.0,1.0,1.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,316.619386902406,255.140515444381
202506150,202506150002,20250615000201,2025061500020101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,2,26,7,1,1,,1,4,2,2,4,6,4,4,4,4,4,,,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,1.0,2.0,2.0,2,2.0,3,3.0,0,0,0,0,0,0,0,4,1,0,633.238773804812,255.140515444381
202506150,202506150003,20250615000301,2025061500030101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,56,6,2,2,,1,4,2,2,1,6,1,1,1,1,1,1.0,1.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,4.0,2.0,2.0,3,3.0,3,3.0,0,0,0,0,0,0,0,4,1,0,316.619386902406,255.140515444381
202506150,202506150004,20250615000401,2025061500040102,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,1,87,6,1,1,,2,4,2,2,3,6,3,3,3,3,3,,,3.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,6,3.0,,2.0,,2.0,3,3.0,2,2.0,0,0,0,0,0,0,0,3,0,0,633.238773804812,255.140515444381
202506150,202506150005,20250615000501,2025061500050101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,48,7,2,2,,2,4,2,2,6,6,1,8,3,1,1,3.0,8.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,3.0,,1.0,2,2.0,1,1.0,0,0,0,0,0,0,0,4,1,0,633.238773804812,255.140515444381
202506151,202506151001,20250615100101,2025061510010101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,73,6,1,1,,2,4,2,1,6,6,6,6,6,6,6,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,4.0,1.0,4,4.0,2,2.0,0,1,0,0,1,0,0,4,1,0,316.619386902406,255.140515444381
202506151,202506151002,20250615100201,2025061510020101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,56,6,1,1,,5,4,2,1,4,6,4,8,8,1,1,,,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,1.0,,1.0,3,3.0,3,3.0,0,0,0,0,0,0,0,4,1,0,633.238773804812,255.140515444381
202506151,202506151003,20250615100301,2025061510030101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,1,34,6,2,2,,2,4,2,1,3,6,2,3,3,3,3,3.0,3.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,1.0,3,3.0,2,2.0,0,0,0,0,0,0,1,4,1,0,633.238773804812,255.140515444381
202506151,202506151004,20250615100401,2025061510040101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,39,7,1,1,,1,4,2,1,6,6,1,8,8,1,1,,,,2,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,2.0,2.0,2.0,2,2.0,2,2.0,0,0,1,1,1,0,0,5,1,0,316.619386902406,255.140515444381
202506151,202506151005,20250615100501,2025061510050102,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,1,59,3,2,2,,2,4,2,1,2,1,3,2,2,3,1,,,8.0,1,1,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,3.0,3.0,2,2.0,2,2.0,0,0,0,1,0,0,0,3,0,0,633.238773804812,255.140515444381
202506151,202506151006,20250615100601,2025061510060101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,59,6,2,2,,1,4,2,2,4,6,1,8,1,1,1,1.0,8.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,1.0,,2.0,3,3.0,3,3.0,0,0,1,0,0,1,0,4,1,0,316.619386902406,255.140515444381
202506152,202506152001,20250615200101,2025061520010101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,69,2,2,2,,3,4,2,2,1,6,1,8,1,1,1,,,8.0,3,2,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,3.0,3.0,1.0,2,2.0,4,4.0,0,0,0,0,0,0,0,3,0,0,248.042837665479,199.879666477165
202506152,202506152002,20250615200201,2025061520020101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,44,7,1,1,,6,4,2,1,6,6,4,8,1,1,1,8.0,8.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3.0,3.0,2.0,3.0,1.0,1,1.0,2,2.0,0,0,1,0,0,1,0,4,1,0,248.042837665479,199.879666477165
202506152,202506152003,20250615200301,2025061520030101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,54,3,1,1,,1,4,2,1,1,6,4,8,1,1,1,1.0,1.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,3.0,2.0,2.0,1,1.0,2,2.0,0,0,1,0,0,0,0,4,1,0,248.042837665479,199.879666477165
202506152,202506152004,20250615200401,2025061520040101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,45,6,2,2,,5,4,2,2,1,6,1,8,1,1,1,1.0,1.0,,1,1,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,3.0,2.0,1.0,2,2.0,3,3.0,0,1,0,1,0,0,1,4,1,0,248.042837665479,199.879666477165
202506152,202506152005,20250615200501,2025061520050101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,33,6,2,2,,1,4,2,2,1,6,1,8,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3.0,3.0,3.0,2.0,1.0,2,2.0,4,4.0,0,0,0,0,0,1,0,5,1,0,248.042837665479,199.879666477165
202506152,202506152005,20250615200502,2025061520050201,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,40,7,1,1,,1,4,2,1,1,1,1,1,1,1,1,,,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,3.0,4.0,2.0,3,3.0,3,3.0,0,0,0,0,0,0,0,5,1,0,248.042837665479,199.879666477165
202506152,202506152006,20250615200601,2025061520060101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,87,2,2,2,,6,4,2,2,5,6,5,8,5,5,5,,,5.0,4,3,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,6,,,4.0,4.0,4.0,3,3.0,4,4.0,1,0,0,2,1,0,1,3,0,1,496.085675330959,199.879666477165
202506152,202506152007,20250615200701,2025061520070102,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,1,65,2,2,2,,3,4,2,1,2,8,2,8,2,7,7,,,2.0,4,3,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,4.0,3.0,2.0,4,4.0,5,5.0,0,0,0,0,0,0,0,3,0,0,496.085675330959,199.879666477165
202506152,202506152008,20250615200801,2025061520080101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,78,5,1,1,,2,4,2,1,4,6,2,2,3,4,4,,,4.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,3.0,1.0,1.0,3,3.0,4,4.0,0,0,0,0,1,0,1,4,1,0,744.128512996438,199.879666477165
202506152,202506152009,20250615200901,2025061520090101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,25,5,1,1,,1,4,2,1,1,8,1,8,1,1,1,,,,3,2,2.0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,4,4.0,4.0,5.0,4.0,2.0,3,3.0,2,2.0,0,0,0,0,0,0,0,5,1,0,248.042837665479,199.879666477165
202506152,202506152010,20250615201001,2025061520100102,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,35,4,2,2,,3,4,2,2,3,6,1,8,1,4,3,2.0,2.0,,1,1,2.0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,2,4.0,2.0,3.0,2.0,2.0,2,2.0,2,2.0,0,1,0,0,0,0,0,2,0,0,496.085675330959,199.879666477165
202506153,202506153001,20250615300101,2025061530010102,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,1,49,7,1,1,,2,4,2,2,6,3,3,8,3,3,3,,,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,5,5.0,5.0,4.0,4.0,4.0,4,4.0,4,4.0,0,0,0,0,0,0,0,5,1,0,437.722654703787,176.364411597499
202506153,202506153002,20250615300201,2025061530020101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,37,7,1,1,,1,4,2,1,6,1,1,8,1,1,1,,,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,4.0,2.0,2,2.0,4,4.0,0,0,0,0,0,0,0,5,1,0,218.861327351893,176.364411597499
202506153,202506153003,20250615300301,2025061530030101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,47,5,2,99,,1,4,2,2,4,6,4,8,4,1,1,1.0,8.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,4,5.0,4.0,,2.0,,3,3.0,4,4.0,0,0,0,0,0,0,0,4,1,0,218.861327351893,176.364411597499
202506153,202506153004,20250615300401,2025061530040101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,60,6,2,2,,5,4,2,2,1,6,1,8,1,1,1,,,1.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,6,3.0,,2.0,2.0,2.0,3,3.0,3,3.0,0,0,0,0,0,0,0,4,1,0,218.861327351893,176.364411597499
202506154,202506154001,20250615400101,2025061540010101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,82,6,2,2,,6,4,2,2,7,6,6,8,1,7,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3.0,3.0,3.0,2.0,1.0,2,2.0,3,3.0,1,1,0,1,0,0,1,3,0,0,153.202929146325,123.455088118249
202506154,202506154002,20250615400201,2025061540020101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,70,6,1,1,,1,4,2,1,1,6,6,8,8,7,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,1.0,1.0,1.0,2,2.0,1,1.0,0,0,0,0,0,0,0,4,1,0,153.202929146325,123.455088118249
202506154,202506154003,20250615400301,2025061540030101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,45,6,2,2,,5,4,2,2,1,7,1,8,1,1,1,1.0,1.0,,1,1,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,3,4.0,3.0,2.0,3.0,3.0,1,1.0,3,3.0,0,1,0,0,0,0,0,4,1,0,153.202929146325,123.455088118249
202506155,202506155001,20250615500101,2025061550010101,202506,Sector Centro Ampliado,13,TEUSAQUILLO,UPL32,Teusaquillo,0,32,6,2,2,,1,4,2,2,1,8,1,8,1,1,1,,,,2,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,3.0,3.0,2.0,4,4.0,3,3.0,0,0,0,0,0,0,0,4,1,0,153.202929146325,123.455088118249
202506156,202506156001,20250615600101,2025061560010101,202506,Sector Centro Ampliado,12,BARRIOS UNIDOS,UPL33,Barrios Unidos,0,55,4,2,2,,5,3,2,2,1,1,1,1,1,1,1,,,,2,1,,,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,2,2,2.0,2.0,2.0,2.0,2.0,3,3.0,3,3.0,1,2,1,1,2,2,1,3,0,2,190.074534161491,112.321152856408
202506156,202506156002,20250615600201,2025061560020102,202506,Sector Centro Ampliado,12,BARRIOS UNIDOS,UPL33,Barrios Unidos,0,69,4,2,2,,2,3,2,2,1,1,1,1,1,1,1,,,1.0,1,1,,,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,3,2.0,3.0,3.0,4.0,3.0,2,2.0,3,3.0,1,2,2,2,2,1,1,2,0,2,380.149068322981,112.321152856408
202506156,202506156003,20250615600301,2025061560030101,202506,Sector Centro Ampliado,12,BARRIOS UNIDOS,UPL33,Barrios Unidos,0,63,2,2,2,,5,3,1,2,1,1,1,1,1,1,1,,,1.0,1,1,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,2.0,3.0,2.0,2.0,2.0,4,4.0,3,3.0,1,2,2,2,1,2,1,3,0,2,190.074534161491,112.321152856408
202506157,202506157001,20250615700101,2025061570010101,202506,Sector Centro Ampliado,12,BARRIOS UNIDOS,UPL33,Barrios Unidos,0,53,7,2,2,,5,3,1,2,1,1,1,1,1,1,1,,,,3,2,,,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,3.0,5.0,2.0,3.0,2.0,4,4.0,4,4.0,1,2,1,2,2,2,2,3,0,2,190.074534161491,112.321152856408
