DIRECTORIO_MZ,DIRECTORIO_PRED,DIRECTORIO_HOG,DIRECTORIO_PER,periodo,SECTOR,Cod_Locali,Nom_Locali,Cod_UPL,Nom_UPL,A6x2,A6x3,C1,D1,E1,E1x1,G1,H1,C303,sexo_jefe,Ax201,Bx201,Cx201,Dx201,Ex201,Fx201,Gx201,Hx201,Ix201,Jx201,Ax202,ind_distribuciontareas_202,Jx402,Jx403,Kx404_1,Kx404_2,Kx404_3,Kx404_4,Kx404_5,Kx404_6,Lx404_1,Lx404_2,Lx404_3,Lx404_4,Lx404_5,Lx404_6,Mx404_1,Mx404_2,Mx404_3,Mx404_4,Mx404_5,Mx404_6,Nx404_1,Nx404_2,Nx404_3,Nx404_4,Nx404_5,Nx404_6,F405,G406,IPS_dia,IPS_noche,IPSJ_A,IPSJ_C,IPSJ_E,Dx704,ICG_D,Bx704,ICG_B,Ax102,Bx102,Cx102,Dx102,Ex102,Fx102,Gx102,A101,ind_salud_101,ind_salud_102,fexp_calp_anu,fexp_calh_anu
202501001,202501001001,20250100100101,2025010010010102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,1,27,3,2,2,,3,2,2,2,5,8,1,1,1,1,1,1.0,1.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,4.0,2.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,656.616293446902,255.487624676764
202501001,202501001002,20250100100201,2025010010020101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,66,2,2,2,,6,1,1,2,1,6,1,1,1,1,1,,,8.0,6,2,,,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2.0,2.0,4.0,2.0,4.0,2,2.0,2,2.0,0,1,1,1,1,1,0,2,0,1,218.872097815634,255.487624676764
202501001,202501001003,20250100100301,2025010010030102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,1,39,4,2,2,,3,1,1,2,3,8,1,1,3,3,3,3.0,1.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,4,2,4.0,2.0,2.0,2.0,2.0,4,4.0,2,2.0,1,3,1,1,0,0,0,4,1,1,437.744195631268,255.487624676764
202501001,202501001004,20250100100401,2025010010040101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,44,3,1,1,,1,1,2,1,5,5,5,4,5,5,5,,,8.0,4,3,,,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,3.0,1.0,2.0,2.0,2.0,2,2.0,2,2.0,0,0,1,1,0,0,0,4,1,0,656.616293446902,255.487624676764
202501001,202501001005,20250100100501,2025010010050101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,32,4,1,1,,3,2,2,1,2,2,2,2,2,1,1,3.0,2.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,2.0,2,2.0,2,2.0,0,0,0,0,0,1,1,1,0,0,656.616293446902,255.487624676764
202501002,202501002001,20250100200101,2025010020010102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,2,51,1,1,1,,5,1,2,1,7,5,5,5,4,4,7,,,5.0,1,1,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,3.0,2.0,4.0,4.0,1.0,1,1.0,3,3.0,0,0,0,0,0,0,0,3,0,0,984.924440170353,255.487624676764
202501002,202501002002,20250100200201,2025010020020101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,2,34,3,2,2,,1,1,2,2,1,1,1,1,1,1,1,1.0,1.0,8.0,2,1,,,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,4,1,4.0,1.0,4.0,4.0,2.0,2,2.0,2,2.0,1,1,1,2,1,3,2,2,0,2,656.616293446902,255.487624676764
202501002,202501002003,20250100200301,2025010020030101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,1,59,3,2,2,,2,1,2,2,1,3,3,8,3,3,3,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4.0,1.0,2.0,2.0,2.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,656.616293446902,255.487624676764
202501002,202501002004,20250100200401,2025010020040101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,61,4,2,2,,5,1,1,2,3,3,3,8,3,5,5,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,3.0,4.0,2.0,4,4.0,2,2.0,0,0,0,0,0,0,0,3,0,0,437.744195631268,255.487624676764
202501002,202501002005,20250100200501,2025010020050101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,51,1,2,2,,1,1,2,2,1,1,1,1,1,1,1,,,,5,3,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2.0,2.0,2.0,2.0,2.0,4,4.0,2,2.0,1,1,1,2,3,3,1,2,0,2,328.308146723451,255.487624676764
202501003,202501003001,20250100300101,2025010030010102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,39,3,2,2,,1,1,1,2,1,3,1,8,1,1,1,8.0,8.0,,5,3,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,4.0,2.0,2.0,4,4.0,2,2.0,0,0,0,0,0,0,0,4,1,0,823.506268031323,640.848125230883
202501003,202501003002,20250100300201,2025010030020101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,2,29,4,1,1,,3,1,1,1,2,1,2,2,4,4,4,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,4,4,4.0,4.0,4.0,2.0,3.0,3,3.0,4,4.0,0,0,0,0,0,0,0,4,1,0,3294.02507212529,640.848125230883
202501003,202501003002,20250100300202,2025010030020202,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,1,30,3,1,1,,3,1,2,1,2,1,2,2,2,3,3,,,,6,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,4.0,4.0,2.0,3,3.0,2,2.0,0,0,0,0,0,1,0,4,1,0,1647.01253606265,640.848125230883
202501003,202501003003,20250100300301,2025010030030102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,10,20,3,2,2,,1,1,2,2,1,3,3,3,3,3,3,,,,1,1,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,5,5.0,5.0,4.0,2.0,2.0,4,4.0,2,2.0,0,0,0,0,0,0,0,4,1,0,1647.01253606265,640.848125230883
202501003,202501003004,20250100300401,2025010030040101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,2,32,3,1,1,,2,1,1,1,4,1,2,8,2,1,4,4.0,4.0,8.0,1,1,,,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,4.0,1.0,2.0,1.0,2.0,2,2.0,2,2.0,3,3,1,1,2,3,2,2,0,3,2745.02089343774,640.848125230883
202501003,202501003005,20250100300501,2025010030050101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,2,18,4,2,2,,1,1,2,2,3,3,3,8,3,1,1,,,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4.0,1.0,3.0,3.0,1.0,2,2.0,3,3.0,0,0,0,0,0,0,0,4,1,0,823.506268031323,640.848125230883
202501003,202501003006,20250100300601,2025010030060103,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,56,2,2,2,,2,1,2,2,1,2,1,8,1,3,5,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,1,4.0,1.0,4.0,,2.0,99,,4,4.0,1,2,1,1,1,0,0,3,0,1,1372.51044671887,640.848125230883
202501003,202501003007,20250100300701,2025010030070101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,73,3,1,1,,1,1,1,1,1,1,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,549.004178687549,640.848125230883
202501003,202501003008,20250100300801,2025010030080103,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,65,2,1,1,,5,1,1,1,4,4,4,8,1,1,1,4.0,4.0,8.0,1,1,,,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,3.0,1.0,4.0,3.0,4.0,3,3.0,2,2.0,0,0,1,0,0,1,0,3,0,0,1372.51044671887,640.848125230883
202501003,202501003009,20250100300901,2025010030090101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,75,2,1,1,,3,1,1,1,2,2,2,8,2,2,2,8.0,8.0,2.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2.0,2.0,2.0,2.0,4.0,2,2.0,2,2.0,1,1,1,1,2,1,0,2,0,1,823.506268031323,640.848125230883
202501003,202501003010,20250100301001,2025010030100101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,22,3,2,2,,1,1,1,2,1,1,1,1,1,1,1,1.0,1.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,1,4.0,1.0,4.0,4.0,2.0,4,4.0,2,2.0,1,0,1,1,0,1,0,3,0,0,549.004178687549,640.848125230883
202501003,202501003011,20250100301101,2025010030110102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,2,46,2,2,2,,3,1,1,2,1,1,1,8,1,1,3,3.0,3.0,3.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2.0,0,1,1,0,1,0,0,3,0,0,2745.02089343774,640.848125230883
202501003,202501003012,20250100301201,2025010030120101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,64,3,2,2,,5,1,1,2,1,1,1,8,1,4,4,,,1.0,1,1,,,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2.0,1.0,2.0,3.0,2.0,2,2.0,2,2.0,1,1,0,0,0,0,1,3,0,0,1647.01253606265,640.848125230883
202501003,202501003013,20250100301301,2025010030130101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL03,Arborizadora,0,36,3,2,2,,3,1,1,2,3,3,3,8,3,3,3,3.0,3.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,2,5.0,2.0,2.0,2.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,823.506268031323,640.848125230883
202501004,202501004001,20250100400101,2025010040010102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,5,58,5,1,1,,1,2,1,1,4,1,4,8,3,3,1,,,,6,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1,3.0,1.0,3.0,2.0,2.0,3,3.0,4,4.0,0,0,0,0,0,0,0,4,1,0,788.823771093177,292.8632
202501004,202501004002,20250100400201,2025010040020104,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,2,19,6,1,1,,3,2,1,1,1,1,2,8,1,1,1,,,,4,3,2.0,,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1.0,1.0,2.0,2.0,2.0,2,2.0,3,3.0,0,0,1,2,0,0,0,3,0,0,788.823771093177,292.8632
202501004,202501004003,20250100400301,2025010040030101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,77,1,2,2,,6,1,2,2,4,6,4,4,4,4,4,8.0,8.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,3.0,4.0,2.0,2,2.0,3,3.0,0,0,0,0,1,0,0,3,0,0,394.411885546588,292.8632
202501004,202501004004,20250100400401,2025010040040104,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,2,40,3,1,1,,2,2,2,1,3,3,3,8,3,3,3,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,,2.0,2.0,3,3.0,4,4.0,0,0,0,0,0,1,0,3,0,0,1314.70628515529,292.8632
202501004,202501004005,20250100400501,2025010040050101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,45,5,2,2,,3,2,2,2,3,1,1,1,1,1,1,1.0,1.0,,2,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,2,2.0,0,0,0,0,0,1,1,4,1,0,394.411885546588,292.8632
202501004,202501004006,20250100400601,2025010040060103,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,1,30,3,1,1,,3,2,2,1,2,1,2,3,3,3,3,8.0,3.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,4.0,4.0,2.0,2,2.0,4,4.0,0,0,0,0,0,0,0,4,1,0,657.353142577647,292.8632
202501004,202501004007,20250100400701,2025010040070101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,67,2,2,2,,2,2,1,2,1,4,1,1,1,1,4,4.0,4.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,2.0,2.0,4,4.0,4,4.0,1,0,1,1,0,1,2,3,0,1,657.353142577647,292.8632
202501004,202501004008,20250100400801,2025010040080102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,9,73,5,1,1,,1,1,2,1,4,6,4,4,4,4,4,,,4.0,2,1,2.0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,2.0,3,3.0,2,2.0,0,1,0,0,0,0,0,4,1,0,525.882514062118,292.8632
202501005,202501005001,20250100500101,2025010050010102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,1,24,3,1,1,,3,1,2,1,2,2,2,2,2,2,2,2.0,2.0,,4,3,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,2.0,,4.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,217.704051520339,121.239066666667
202501005,202501005002,20250100500201,2025010050020102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,62,4,1,1,,2,1,1,1,4,1,2,2,2,1,1,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3.0,2.0,2.0,3.0,2.0,2,2.0,2,2.0,1,0,0,0,1,0,0,3,0,0,326.556077280509,121.239066666667
202501005,202501005003,20250100500301,2025010050030101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,41,6,1,1,,2,2,2,1,2,1,1,8,2,2,2,2.0,2.0,,1,1,2.0,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,2.0,1.0,3,3.0,2,2.0,1,0,0,1,0,1,0,4,1,0,217.704051520339,121.239066666667
202501005,202501005004,20250100500401,2025010050040101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,38,4,1,1,,5,1,1,1,1,1,1,1,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.0,1.0,3.0,3.0,3.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,108.85202576017,121.239066666667
202501005,202501005005,20250100500501,2025010050050101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,73,2,1,1,,6,2,1,1,1,1,1,1,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,2.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,108.85202576017,121.239066666667
202501006,202501006001,20250100600101,2025010060010102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,71,4,1,1,,3,1,1,1,3,3,3,3,3,3,3,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3.0,3.0,3.0,3.0,2.0,3,3.0,2,2.0,1,1,0,0,0,0,0,3,0,0,209.928906823184,155.8788
202501006,202501006002,20250100600201,2025010060020101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,54,4,1,1,,5,1,1,1,4,4,4,8,1,1,1,1.0,1.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,4.0,1.0,4,4.0,3,3.0,0,0,0,0,0,1,0,3,0,0,139.952604548789,155.8788
202501007,202501007001,20250100700101,2025010070010101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,47,1,2,2,,5,1,1,2,4,1,1,8,1,1,1,,,1.0,4,3,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,6,3.0,,3.0,2.0,2.0,4,4.0,2,2.0,1,1,1,1,1,1,1,1,0,1,678.558082660797,302.3104
202501007,202501007001,20250100700102,2025010070010202,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,25,5,2,2,,1,1,2,2,4,4,4,4,4,4,4,3.0,1.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,3.0,,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,542.846466128638,302.3104
202501007,202501007002,20250100700201,2025010070020102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,1,22,5,1,1,,3,1,1,1,3,1,2,8,3,3,3,3.0,3.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,4.0,3.0,3,3.0,3,3.0,0,0,0,0,0,0,0,4,1,0,542.846466128638,302.3104
202501007,202501007003,20250100700301,2025010070030101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,48,3,1,1,,5,1,1,1,1,1,1,1,1,1,1,,,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,4.0,1.0,4,4.0,4,4.0,1,1,1,1,1,1,1,3,0,1,271.423233064319,302.3104
202501007,202501007004,20250100700401,2025010070040101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,2,30,2,2,2,,5,1,1,2,4,5,1,8,1,1,1,4.0,4.0,1.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,3.0,2.0,2.0,2,2.0,4,4.0,2,0,2,0,0,0,0,4,1,0,1085.69293225728,302.3104
202501007,202501007005,20250100700501,2025010070050103,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,2,48,2,2,2,,6,1,1,2,1,1,3,8,1,1,4,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,2.0,2.0,2,2.0,4,4.0,0,0,0,0,0,0,0,4,1,0,1085.69293225728,302.3104
202501007,202501007006,20250100700601,2025010070060101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,59,2,2,2,,5,1,1,2,1,6,1,1,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,2.0,3,3.0,2,2.0,0,1,1,1,1,1,0,3,0,1,271.423233064319,302.3104
202501007,202501007007,20250100700701,2025010070070102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,59,2,2,2,,1,1,2,2,1,1,1,1,1,1,1,8.0,8.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,,,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,678.558082660797,302.3104
202501007,202501007008,20250100700801,2025010070080102,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,2,25,2,2,2,,5,1,1,2,1,1,1,8,1,1,1,8.0,8.0,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2.0,1.0,4.0,4.0,2.0,4,4.0,4,4.0,0,0,1,0,0,1,1,3,0,0,814.269699192957,302.3104
202501007,202501007009,20250100700901,2025010070090101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,70,4,1,1,,5,1,2,1,1,1,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,6,3.0,,2.0,3.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,3,0,0,271.423233064319,302.3104
202501007,202501007010,20250100701001,2025010070100101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,62,1,2,2,,1,1,1,2,1,1,1,8,1,1,1,1.0,4.0,1.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,1,4.0,1.0,2.0,2.0,2.0,2,2.0,99,,1,0,0,0,0,2,1,3,0,0,814.269699192957,302.3104
202501007,202501007011,20250100701101,2025010070110101,202501,Sector Sur Oriente,19,CIUDAD BOLIVAR,UPL04,Lucero,0,33,4,2,2,,1,1,2,2,3,3,3,1,3,1,1,,,,1,1,,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,4.0,4.0,4,4.0,2,2.0,0,0,0,0,0,0,0,4,1,0,542.846466128638,302.3104
202501008,202501008001,20250100800101,2025010080010102,202501,Sector Sur Oriente,5,USME,UPL05,Usme - Entrenubes,0,68,2,2,2,,1,2,2,2,1,1,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,6,2.0,,2.0,,4.0,3,3.0,2,2.0,1,0,0,0,0,0,0,4,1,0,242.887703850126,164.631634719334
202501008,202501008002,20250100800201,2025010080020101,202501,Sector Sur Oriente,5,USME,UPL05,Usme - Entrenubes,0,61,2,1,1,,3,2,1,1,4,4,4,8,4,2,2,2.0,8.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,2.0,3,3.0,2,2.0,0,0,2,0,0,1,1,3,0,0,242.887703850126,164.631634719334
202501008,202501008003,20250100800301,2025010080030101,202501,Sector Sur Oriente,5,USME,UPL05,Usme - Entrenubes,0,68,3,2,2,,2,2,1,2,1,1,1,8,1,2,2,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,4.0,2.0,2.0,4,4.0,2,2.0,3,2,3,1,3,0,0,3,0,2,404.81283975021,164.631634719334
202501008,202501008004,20250100800401,2025010080040101,202501,Sector Sur Oriente,5,USME,UPL05,Usme - Entrenubes,0,47,5,1,1,,1,2,1,1,1,1,1,8,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,3.0,1.0,2.0,3.0,2.0,4,4.0,2,2.0,0,0,0,0,1,1,1,3,0,0,161.925135900084,164.631634719334
202501008,202501008005,20250100800501,2025010080050101,202501,Sector Sur Oriente,5,USME,UPL05,Usme - Entrenubes,0,22,6,1,1,,1,2,2,1,1,1,1,8,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,2.0,3,3.0,2,2.0,0,0,0,0,0,0,0,3,0,0,161.925135900084,164.631634719334
202501008,202501008006,20250100800601,2025010080060101,202501,Sector Sur Oriente,5,USME,UPL05,Usme - Entrenubes,0,22,3,1,1,,1,2,2,1,1,1,1,8,1,1,8,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,2.0,2.0,3,3.0,2,2.0,0,0,0,0,0,3,0,4,1,0,161.925135900084,164.631634719334
202501008,202501008007,20250100800701,2025010080070101,202501,Sector Sur Oriente,5,USME,UPL05,Usme - Entrenubes,0,78,2,1,1,,6,2,1,1,7,5,7,8,7,1,1,,,8.0,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,3.0,3,3.0,3,3.0,0,0,0,0,0,1,1,4,1,0,161.925135900084,164.631634719334
202501008,202501008008,20250100800801,2025010080080103,202501,Sector Sur Oriente,5,USME,UPL05,Usme - Entrenubes,1,49,3,2,2,,1,2,2,1,4,4,4,8,4,1,1,4.0,4.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,2.0,2.0,1,1.0,2,2.0,0,0,0,0,0,0,0,4,1,0,485.775407700252,164.631634719334
