Fecha,SectorUPL,Localidad,Unidad_de_Planeamiento_Local_UPL,A6x2,A6x3,C1,D1,E1,E1x1,G1,H1,C303,sexo_jefe,Ax201,Bx201,Cx201,Dx201,Ex201,Fx201,Gx201,Hx201,Ix201,Jx201,Ax202,ind_distribuciontareas_202,Jx402,Jx403,Kx404_1,Kx404_2,Kx404_3,Kx404_4,Kx404_5,Kx404_6,Lx404_1,Lx404_2,Lx404_3,Lx404_4,Lx404_5,Lx404_6,Mx404_1,Mx404_2,Mx404_3,Mx404_4,Mx404_5,Mx404_6,Nx404_1,Nx404_2,Nx404_3,Nx404_4,Nx404_5,Nx404_6,F405,G406,IPS_dia,IPS_noche,IPSJ_A,IPSJ_C,IPSJ_E,Dx704,ICG_D,Bx704,ICG_B,Ax102,Bx102,Cx102,Dx102,Ex102,Fx102,Gx102,A101,ind_salud_101,ind_salud_102,fexp_calp_anu,fexp_calh_anu
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,53,3,2,2,,6,1,2,2,1,1,1,1,1,1,1,1.0,1.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,2.0,2.0,3,3.0,2,2.0,0,0,0,0,0,0,0,4,1,0,192.916142029715,191.557863501484
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,51,2,1,1,,1,1,2,1,1,1,1,8,1,1,1,,,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3.0,3.0,2.0,3.0,2.0,2,2.0,4,4.0,1,1,1,0,1,0,0,3,0,0,192.916142029715,191.557863501484
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,65,3,1,1,,1,1,2,1,1,1,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,3.0,3.0,1.0,2,2.0,2,2.0,0,0,0,0,0,0,0,3,0,0,192.916142029715,191.557863501484
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,1,52,2,2,2,,3,1,2,1,2,1,2,8,3,3,3,8.0,8.0,,2,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,1.0,3,3.0,5,5.0,0,0,0,0,0,0,0,2,0,0,771.664568118862,191.557863501484
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,1,80,2,1,1,,3,1,2,2,1,3,1,1,1,3,3,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,2.0,2.0,3.0,4,4.0,4,4.0,0,0,0,0,0,0,0,2,0,0,385.832284059431,191.557863501484
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,70,3,2,2,,1,1,2,2,1,1,1,8,1,1,1,,,1.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,6,2.0,,2.0,2.0,2.0,4,4.0,2,2.0,1,2,1,1,2,2,1,4,1,2,192.916142029715,191.557863501484
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,41,2,2,2,,5,1,2,2,1,1,1,8,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,2.0,3,3.0,3,3.0,0,0,0,0,0,1,1,4,1,0,128.610761353144,127.705242334322
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,58,2,2,2,,1,1,2,2,1,1,1,8,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,4.0,3.0,2.0,2,2.0,2,2.0,1,0,1,0,0,1,0,4,1,0,128.610761353144,127.705242334322
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,3,31,4,1,1,,3,1,2,2,4,4,4,8,1,4,4,4.0,4.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,1.0,2.0,1.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,514.443045412574,127.705242334322
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,8,23,3,2,2,,1,1,2,1,4,6,4,8,4,4,4,4.0,4.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,2.0,2.0,3.0,2,2.0,3,3.0,0,0,0,0,0,0,0,4,1,0,514.443045412574,127.705242334322
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,47,4,2,2,,5,1,1,2,5,6,5,8,5,4,1,1.0,5.0,,1,1,2.0,,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.0,1.0,1.0,1.0,1.0,1,1.0,4,4.0,0,0,0,0,0,1,1,4,1,0,128.610761353144,127.705242334322
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,61,4,2,2,,1,1,2,2,1,1,1,8,1,5,5,5.0,5.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,4,5.0,4.0,4.0,4.0,4.0,1,1.0,1,1.0,0,0,0,0,0,0,0,5,1,0,257.221522706287,127.705242334322
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,74,2,2,2,,6,1,1,2,1,1,1,8,1,1,1,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,6,5.0,,1.0,1.0,1.0,2,2.0,4,4.0,1,0,0,0,1,1,1,3,0,0,128.610761353144,127.705242334322
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,36,4,2,2,,5,1,2,2,1,4,1,8,4,4,1,1.0,1.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,4.0,1.0,2,2.0,1,1.0,0,0,0,0,0,1,0,4,1,0,128.610761353144,127.705242334322
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,2,40,2,2,2,,6,1,1,2,4,4,4,8,4,4,5,1.0,1.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,1.0,2,2.0,2,2.0,1,1,1,1,1,0,1,3,0,1,385.832284059431,127.705242334322
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,75,2,1,1,,5,1,2,1,1,1,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,4.0,2.0,1.0,2,2.0,4,4.0,1,1,1,0,1,0,0,4,1,0,128.610761353144,127.705242334322
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,70,2,1,1,,1,1,1,1,4,4,4,8,4,4,4,4.0,4.0,8.0,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,4.0,4.0,4.0,4,4.0,4,4.0,1,0,1,0,1,1,1,2,0,1,540.165197683203,134.090504451039
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,43,2,2,2,,3,1,2,2,4,4,4,4,1,4,4,1.0,1.0,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,4.0,4.0,1.0,4,4.0,2,2.0,0,0,0,0,1,0,0,4,1,0,135.041299420801,134.090504451039
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,5,73,2,1,1,,1,1,2,1,4,4,4,4,4,4,4,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,4.0,4.0,4.0,4,4.0,4,4.0,0,0,0,0,0,0,0,3,0,0,270.082598841602,134.090504451039
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,38,3,2,2,,3,1,2,2,1,1,1,1,1,1,1,1.0,1.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,4,4.0,4.0,2.0,2.0,2.0,2,2.0,4,4.0,1,1,1,1,1,1,1,3,0,1,202.561949131201,134.090504451039
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,2,33,5,1,1,,1,1,2,1,4,1,4,4,2,4,4,,,,2,1,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,3.0,2.0,2.0,4.0,2.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,405.123898262402,134.090504451039
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,41,3,1,1,,2,1,1,1,4,2,2,2,2,2,2,3.0,3.0,,2,1,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,4,4.0,4.0,2.0,3.0,2.0,4,4.0,4,4.0,0,0,1,0,0,0,0,4,1,0,270.082598841602,134.090504451039
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,2,29,1,1,1,,1,1,2,1,2,1,2,2,2,4,3,,,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,2.0,3.0,3.0,4,4.0,3,3.0,0,0,0,0,0,0,0,5,1,0,540.165197683203,134.090504451039
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,1,60,2,2,2,,3,1,1,1,3,3,4,4,4,4,4,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,2,4.0,2.0,1.0,2.0,1.0,2,2.0,2,2.0,0,0,0,0,0,0,0,1,0,0,270.082598841602,134.090504451039
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,71,3,1,1,,6,1,2,1,1,1,1,1,1,1,1,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,4.0,4.0,2.0,2,2.0,2,2.0,1,0,3,0,0,1,1,3,0,1,135.041299420801,134.090504451039
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,0,18,3,2,2,,3,1,1,2,4,4,4,8,1,1,1,8.0,8.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,4.0,1.0,3,3.0,2,2.0,0,0,0,0,0,1,1,4,1,0,135.041299420801,134.090504451039
2025-04-01,Sector Sur Oriente,Usme,Usme - Entrenubes,3,18,3,2,2,,3,1,2,2,1,1,1,8,1,1,1,8.0,8.0,,4,3,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,1.0,1.0,2.0,2,2.0,3,3.0,0,0,1,0,0,0,0,4,1,0,540.165197683203,134.090504451039
2025-04-01,Sector Norte,Suba,Britalia,0,26,4,1,1,,3,3,2,1,1,1,2,8,2,3,3,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,4.0,2,2.0,3,3.0,0,0,2,0,0,0,0,4,1,0,75.6297196035441,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,2,42,5,2,2,,2,3,2,1,4,4,4,4,4,4,5,5.0,5.0,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,6,3.0,,4.0,4.0,1.0,3,3.0,5,5.0,0,0,0,0,0,1,0,3,0,0,151.259439207088,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,65,4,2,2,,6,3,2,2,1,1,1,1,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,6,3.0,,1.0,1.0,1.0,4,4.0,5,5.0,1,0,0,0,0,1,0,3,0,0,37.8148598017721,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,66,6,2,2,,1,3,2,2,1,1,1,8,1,1,1,,,8.0,2,1,2.0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,3,4.0,3.0,,2.0,2.0,2,2.0,2,2.0,1,1,1,1,1,1,0,4,1,1,37.8148598017721,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,1,60,4,2,2,,3,3,1,1,3,3,3,8,2,2,2,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,6,2.0,,1.0,1.0,1.0,1,1.0,1,1.0,1,1,1,1,1,1,1,2,0,1,75.6297196035441,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,2,21,4,2,2,,3,3,2,2,1,1,1,8,1,1,1,,,1.0,2,1,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,6,4.0,,2.0,2.0,2.0,2,2.0,2,2.0,0,0,0,0,1,1,1,3,0,0,189.07429900886,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,66,4,2,2,,2,3,2,2,1,1,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,1.0,1.0,1.0,1,1.0,5,5.0,0,0,0,0,0,1,1,4,1,0,37.8148598017721,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,7,21,4,1,1,,1,3,2,1,4,4,4,8,4,4,4,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,4,5.0,4.0,4.0,5.0,4.0,4,4.0,5,5.0,0,0,0,0,0,0,0,5,1,0,75.6297196035441,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,60,4,1,1,,2,3,2,1,2,1,2,2,2,2,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,4,5.0,4.0,5.0,1.0,,5,5.0,5,5.0,0,0,0,0,0,1,0,4,1,0,75.6297196035441,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,63,5,1,1,,3,3,2,1,4,1,4,8,4,4,4,,,8.0,2,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,2.0,2,2.0,2,2.0,0,0,0,0,1,0,0,4,1,0,151.259439207088,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,69,4,1,1,,1,3,2,1,4,4,4,4,4,4,4,8.0,8.0,8.0,2,1,,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,4,5.0,4.0,2.0,4.0,1.0,3,3.0,5,5.0,0,0,0,0,0,0,0,5,1,0,75.6297196035441,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,72,4,1,1,,3,3,2,1,2,1,2,8,2,3,3,,,8.0,2,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,2,4.0,2.0,2.0,2.0,2.0,2,2.0,2,2.0,0,0,0,0,1,0,0,4,1,0,75.6297196035441,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,48,5,2,2,,3,3,2,2,3,3,3,8,1,3,3,8.0,8.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,3,5.0,3.0,1.0,3.0,1.0,3,3.0,2,2.0,0,0,0,0,0,0,0,5,1,0,75.6297196035441,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,62,4,2,2,,5,3,2,2,1,1,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,2.0,2.0,2.0,2,2.0,2,2.0,1,1,1,1,1,0,0,3,0,1,37.8148598017721,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,4,43,4,1,1,,1,3,2,2,4,4,4,4,4,4,4,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3.0,3.0,1.0,1.0,1.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,75.6297196035441,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,2,26,5,1,1,,1,3,2,1,2,1,1,8,2,1,4,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2.0,1.0,2.0,2.0,2.0,3,3.0,2,2.0,0,0,1,1,1,1,1,4,1,1,113.444579405316,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,80,4,2,2,,6,3,2,2,5,8,8,8,1,5,5,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,5.0,,4.0,3,3.0,4,4.0,1,1,1,1,1,1,0,2,0,1,75.6297196035441,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,0,69,6,1,1,,1,3,2,1,7,1,1,8,8,8,1,,,8.0,3,2,2.0,,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,6,4.0,,4.0,4.0,4.0,3,3.0,1,1.0,0,0,0,0,0,0,0,5,1,0,37.8148598017721,31.7943132764487
2025-04-01,Sector Norte,Suba,Britalia,2,23,2,2,1,,2,3,2,2,4,6,1,5,1,3,3,,,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,4,5.0,4.0,4.0,4.0,1.0,4,4.0,3,3.0,0,1,1,1,0,0,1,4,1,0,905.136484215216,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,34,6,1,1,,1,3,2,1,1,6,1,8,1,1,1,,,,1,1,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,,3.0,3.0,4,4.0,4,4.0,0,0,0,0,0,0,0,4,1,0,226.284121053804,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,71,4,2,2,,5,3,2,2,1,7,1,1,1,1,1,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,4,5.0,4.0,4.0,2.0,3.0,2,2.0,2,2.0,0,0,0,0,0,0,0,3,0,0,226.284121053804,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,84,2,2,2,,6,3,2,2,7,6,1,8,1,1,1,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,4.0,4.0,2.0,4,4.0,4,4.0,0,0,0,1,0,1,0,3,0,0,226.284121053804,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,39,7,2,2,,3,3,2,2,4,6,3,8,1,3,3,3.0,1.0,,3,2,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,,4.0,3.0,3,3.0,2,2.0,0,0,0,0,0,0,0,5,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,51,6,2,2,,1,3,2,2,1,6,1,1,1,1,1,,,,1,1,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,4.0,3.0,,,1.0,3,3.0,4,4.0,0,0,0,0,0,0,0,5,1,0,226.284121053804,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,2,24,6,2,2,,1,3,2,2,1,6,1,8,1,4,5,,,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,2.0,4.0,1.0,3,3.0,2,2.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,37,7,2,2,,2,3,2,2,3,2,3,3,5,1,3,,,,1,1,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,4,4.0,4.0,4.0,3.0,1.0,2,2.0,3,3.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,74,4,2,2,,6,3,2,2,4,6,1,8,1,1,4,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,,,2.0,2,2.0,4,4.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,75,4,2,2,,5,3,2,2,1,6,1,8,1,1,1,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,6,4.0,,2.0,2.0,1.0,2,2.0,4,4.0,0,0,0,0,0,0,0,4,1,0,226.284121053804,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,67,6,2,2,,1,3,2,2,4,6,4,8,1,4,4,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,,,2.0,2,2.0,2,2.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,1,31,6,1,1,,3,3,2,2,3,2,2,2,1,3,3,,,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,3.0,1.0,3.0,2.0,3.0,3,3.0,3,3.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,27,4,1,1,,3,3,2,1,3,1,3,1,3,3,3,,,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,2.0,2.0,2.0,4,4.0,2,2.0,1,0,1,0,0,0,0,5,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,43,5,1,1,,2,3,2,1,4,1,4,4,4,1,1,3.0,8.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,4.0,4.0,1.0,4.0,2.0,3,3.0,2,2.0,0,0,0,0,0,0,0,5,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,65,2,2,2,,5,3,2,2,1,6,1,8,1,1,1,,,8.0,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,6,3.0,,3.0,2.0,2.0,2,2.0,1,1.0,0,0,0,1,0,0,0,3,0,0,226.284121053804,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,31,7,1,1,,1,3,2,1,1,1,1,1,1,1,1,,,,2,1,,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,4,5.0,4.0,3.0,3.0,2.0,4,4.0,3,3.0,1,0,1,1,1,0,1,5,1,1,226.284121053804,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,45,6,1,1,,2,3,2,1,3,1,2,8,1,3,1,,,,1,1,2.0,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1.0,1.0,1.0,4.0,1.0,4,4.0,1,1.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,47,5,1,1,,2,3,2,1,1,1,3,1,3,1,2,3.0,1.0,,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3.0,3.0,1.0,2.0,1.0,2,2.0,3,3.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,73,5,2,2,,1,3,2,2,1,6,1,8,1,1,1,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,3.0,2.0,2.0,2,2.0,4,4.0,1,0,0,1,0,0,0,2,0,0,226.284121053804,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,62,6,1,1,,5,3,2,1,1,1,1,1,1,1,1,,,8.0,1,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,2.0,2.0,1.0,3,3.0,3,3.0,0,0,0,0,0,0,0,4,1,0,226.284121053804,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,44,5,1,1,,3,3,2,1,4,1,2,2,3,3,3,3.0,3.0,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3.0,3.0,,2.0,2.0,2,2.0,4,4.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,52,5,1,1,,2,3,1,1,2,1,2,3,1,2,2,,,,1,1,2.0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,3.0,2.0,2.0,1.0,1.0,3,3.0,2,2.0,0,1,1,1,0,0,0,4,1,0,678.852363161412,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,1,32,4,1,1,,2,3,2,2,4,2,2,2,1,3,3,3.0,2.0,,2,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,6,4.0,,1.0,2.0,2.0,4,4.0,3,3.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,57,6,1,1,,1,3,2,1,1,6,1,8,1,1,1,,,,2,1,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2.0,2.0,1.0,1.0,1.0,2,2.0,1,1.0,0,0,0,0,0,1,0,4,1,0,226.284121053804,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,0,55,4,2,2,,2,3,2,2,1,2,1,1,1,2,2,,,,1,1,,,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,4.0,4.0,4.0,3.0,3.0,3,3.0,3,3.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
2025-04-01,Sector Norte,Suba,Britalia,1,20,4,2,2,,4,3,2,1,3,1,3,8,3,3,1,,,,1,1,2.0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,5,4,5.0,4.0,3.0,1.0,1.0,4,4.0,3,3.0,0,0,0,0,0,0,0,4,1,0,452.568242107608,190.257170646269
